,timestamp,open,high,low,close,volume,feature_volume,macd_signal,bollinger_hband,bollinger_lband,awesome_osc,stoch_osc,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
22,1/1/2018 2:51,13396.07,13418.41,13300.0,13300.0,23.292,0.423709155,0.084850639,-0.033044245,0.033044245,0.460560356,0.451252078,,,,,,
23,1/1/2018 2:54,13297.55,13325.0,13260.09,13275.0,24.473,0.565547088,0.070132539,0.01198331,-0.01198331,0.426318208,0.329972095,,,,,,
24,1/1/2018 2:57,13281.41,13358.0,13261.01,13330.18,15.811,-0.487530173,0.074408263,-0.004144676,0.004144676,0.278581877,0.342492207,,,,,,
25,1/1/2018 3:00,13330.26,13374.99,13295.94,13301.0,21.913,0.250930158,0.066752465,-0.032768777,0.032768777,0.256607685,0.433231989,,,,,,
26,1/1/2018 3:03,13319.85,13319.85,13290.0,13318.86,11.627,-1.019312989,0.060340923,-0.017247716,0.017247716,0.058012521,0.450001773,,,,,,
27,1/1/2018 3:06,13318.86,13350.0,13295.22,13343.53,10.147,-1.189924678,0.06260581,0.107006348,-0.107006348,0.211881149,0.390173047,,,,,,
28,1/1/2018 3:09,13341.63,13370.0,13320.0,13370.0,21.178,0.16932614,0.071142969,0.299264666,-0.299264666,0.241186725,0.506078148,,,,,,
29,1/1/2018 3:12,13370.0,13450.76,13370.0,13444.99,24.174,0.468385349,0.096916263,0.005213875,-0.005213875,0.256028063,0.658505875,,,,,,
30,1/1/2018 3:15,13440.0,13530.0,13440.0,13528.31,38.85,1.954035376,0.135764121,-0.007324196,0.007324196,0.395805608,0.78505867,,,,,,
31,1/1/2018 3:18,13528.31,13534.96,13450.03,13483.7,18.688,-0.234768183,0.141030945,-0.008241269,0.008241269,0.316191176,0.6395828,,,,,,
32,1/1/2018 3:21,13483.69,13509.98,13475.0,13505.0,16.957,-0.443967069,0.144142947,-0.007364451,0.007364451,0.311853489,0.531537187,,,,,,
33,1/1/2018 3:24,13509.97,13611.27,13505.0,13559.0,16.457,-0.52203631,0.153598761,-0.008424153,0.008424153,0.485381762,0.483765942,,,,,,
34,1/1/2018 3:27,13559.0,13599.99,13544.24,13562.37,21.331,-0.039755843,0.152677145,-0.009426869,0.009426869,0.329422208,0.597788364,,,,,,
35,1/1/2018 3:30,13562.37,13588.65,13500.0,13579.98,25.895,0.405477787,0.149146539,-0.009402629,0.009402629,0.052625258,0.61293049,,,,,,
36,1/1/2018 3:33,13579.98,13611.01,13565.01,13587.99,20.891,-0.104156874,0.140994463,-0.009282728,0.009282728,0.215099612,0.491856975,,,,,,
37,1/1/2018 3:36,13588.0,13594.0,13400.0,13488.66,32.67,1.109904453,0.098483222,-0.00891466,0.00891466,-0.203077433,0.430319356,,,,,,
38,1/1/2018 3:39,13481.78,13525.0,13435.09,13525.0,15.316,-0.644107699,0.078461397,-0.00921992,0.00921992,-0.452830682,0.523389069,,,,,,
39,1/1/2018 3:42,13496.05,13529.42,13496.05,13500.0,10.844,-1.074713793,0.061766375,-0.008463273,0.008463273,-0.400544786,0.614925083,,,,,,
40,1/1/2018 3:45,13510.0,13510.0,13465.9,13485.08,20.588,-0.046115337,0.03935126,-0.007057182,0.007057182,-0.379192945,0.711893626,,,,,,
41,1/1/2018 3:48,13489.98,13498.99,13470.03,13470.08,32.29,1.185162789,0.015912207,-0.003581033,0.003581033,-0.476870629,0.628856236,,,,,,
42,1/1/2018 3:51,13470.07,13470.08,13400.04,13449.47,29.239,0.883822151,-0.007192537,-0.007915438,0.007915438,-0.190615297,0.596535274,,,,,,
43,1/1/2018 3:54,13426.0,13449.47,13405.66,13435.89,16.315,-0.438747285,-0.019806212,-0.008563751,0.008563751,-0.163736474,0.642323851,,,,,,
44,1/1/2018 3:57,13415.08,13438.65,13410.02,13410.03,14.742,-0.586103466,-0.029585373,-0.007484061,0.007484061,-0.231488594,0.661814529,,,,,,
45,1/1/2018 4:00,13434.98,13483.07,13410.05,13454.0,30.358,1.020529626,-0.029847027,-0.008590419,0.008590419,-0.123110467,0.714057274,,,,,,
46,1/1/2018 4:03,13454.0,13477.48,13423.2,13424.79,14.055,-0.65676125,-0.038393213,-0.008005672,0.008005672,-0.087508822,0.662476062,,,,,,
47,1/1/2018 4:06,13424.79,13455.05,13377.03,13408.99,15.121,-0.526718094,-0.04762409,-0.006748178,0.006748178,0.030401704,0.721073966,,,,,,
48,1/1/2018 4:09,13398.0,13427.48,13338.84,13338.84,16.38,-0.372657691,-0.069632245,0.013547298,-0.013547298,-0.053373839,0.670188913,,,,,,
49,1/1/2018 4:12,13338.84,13379.89,13322.15,13351.71,18.847,-0.103564363,-0.076838154,-0.023043463,0.023043463,-0.045068818,0.812001526,,,,,,
50,1/1/2018 4:15,13354.99,13389.98,13323.55,13335.05,32.685,1.277842292,-0.084034462,-0.014101525,0.014101525,-0.08535312,0.804417529,,,,,,
51,1/1/2018 4:18,13335.72,13382.58,13330.03,13341.48,6.679,-1.292668684,-0.082964346,-0.015368558,0.015368558,-0.013046732,0.879126139,,,,,,
52,1/1/2018 4:21,13352.3,13389.99,13332.28,13389.97,9.231,-1.026925126,-0.067033115,-0.016305208,0.016305208,0.063336304,1.037828342,,,,,,
53,1/1/2018 4:24,13389.99,13449.89,13389.96,13435.0,12.711,-0.649154801,-0.040311014,-0.016059779,0.016059779,0.283798497,1.179975007,,,,,,
54,1/1/2018 4:27,13435.0,13448.0,13400.0,13430.0,9.249,-0.997292073,-0.023052648,-0.015638966,0.015638966,0.195842117,1.061170141,,,,,,
55,1/1/2018 4:30,13429.99,13460.9,13401.94,13450.0,16.04,-0.308458971,-0.005137777,-0.015770804,0.015770804,0.212066524,0.857153865,,,,,,
56,1/1/2018 4:33,13450.0,13459.95,13407.99,13457.8,12.568,-0.640561631,0.008625017,-0.01576409,0.01576409,0.032585032,0.640338052,,,,,,
57,1/1/2018 4:36,13457.8,13477.0,13442.22,13461.99,6.666,-1.267205815,0.017971083,0.019762114,-0.019762114,-0.005281282,0.657112886,,,,,,
58,1/1/2018 4:39,13461.99,13500.0,13440.0,13500.0,11.701,-0.75170558,0.034055672,0.051328716,-0.051328716,-0.090983969,0.758916652,,,,,,
59,1/1/2018 4:42,13487.27,13550.0,13487.27,13507.41,21.968,0.317076715,0.048127832,0.003476978,-0.003476978,0.083871311,0.821656021,,,,,,
60,1/1/2018 4:45,13507.41,13584.94,13507.41,13579.61,16.502,-0.243660604,0.075482354,-0.008323096,0.008323096,0.216840182,1.075855983,,,,,,
61,1/1/2018 4:48,13584.94,13588.99,13465.41,13519.96,19.924,0.12127906,0.069086158,-0.00592083,0.00592083,0.075674234,0.754732485,,,,,,
62,1/1/2018 4:51,13501.88,13532.23,13499.99,13532.22,9.856,-0.891155364,0.069804312,-0.008142026,0.008142026,0.12436485,0.780614538,,,,,,
63,1/1/2018 4:54,13532.23,13584.0,13504.25,13572.74,14.032,-0.464134195,0.077767615,-0.008704978,0.008704978,0.162075683,0.661115906,,,,,,
64,1/1/2018 4:57,13565.01,13623.29,13532.42,13601.01,46.214,2.775264748,0.088319984,-0.009230914,0.009230914,0.101665156,0.893447283,,,,,,
65,1/1/2018 5:00,13615.2,13677.83,13572.1,13636.37,48.99,3.06237894,0.095349403,-0.009249228,0.009249228,-0.057484792,0.871822907,,,,,,
66,1/1/2018 5:03,13648.24,13671.43,13610.02,13640.0,31.46,1.392294737,0.090959779,-0.009503459,0.009503459,0.17350863,0.759444299,,,,,,
67,1/1/2018 5:06,13640.01,13667.65,13600.0,13640.53,45.704,2.846569853,0.082000385,-0.009656666,0.009656666,0.120594687,0.67772939,,,,,,
68,1/1/2018 5:09,13640.53,13663.99,13552.02,13552.03,33.41,1.599711178,0.044383287,-0.009223909,0.009223909,-0.046116293,0.426474025,,,,,,
69,1/1/2018 5:12,13568.49,13645.0,13564.61,13627.14,26.371,0.888538814,0.033870086,-0.009531588,0.009531588,0.022513976,0.580367343,,,,,,
70,1/1/2018 5:15,13600.0,13661.83,13593.58,13632.0,29.55,1.222876773,0.03294926,-0.009863403,0.009863403,0.087033805,0.65268089,,,,,,
71,1/1/2018 5:18,13632.0,13699.0,13620.01,13644.33,29.88,1.272694383,0.032226404,-0.009895953,0.009895953,0.167516026,0.883618443,,,,,,
72,1/1/2018 5:21,13633.4,13644.33,13555.45,13581.0,10.093,-0.73024278,0.012620721,-0.009173654,0.009173654,0.068019892,0.628516903,,,,,,
73,1/1/2018 5:24,13581.0,13614.91,13532.57,13550.02,22.226,0.542320939,-0.011578641,-0.008017028,0.008017028,0.193746975,0.483751319,,,,,,
74,1/1/2018 5:27,13569.0,13619.97,13550.02,13618.51,11.762,-0.553344794,-0.013668471,-0.008867189,0.008867189,0.076715637,0.57342502,,,,,,
75,1/1/2018 5:30,13618.51,13629.0,13588.0,13588.0,13.963,-0.343264029,-0.025290568,-0.007958575,0.007958575,-0.09067363,0.560706295,,,,,,
76,1/1/2018 5:33,13588.0,13602.67,13549.99,13549.99,14.157,-0.320088537,-0.044445947,-0.006324357,0.006324357,-0.282512309,0.475460513,,,,,,
77,1/1/2018 5:36,13542.62,13550.0,13530.56,13545.0,14.87,-0.214273256,-0.05533824,-0.006233206,0.006233206,-0.145541377,0.327632554,,,,,,
78,1/1/2018 5:39,13545.0,13547.0,13530.0,13531.0,17.16,0.048010749,-0.065186355,-0.000960291,0.000960291,-0.136056362,0.379021826,,,,,,
79,1/1/2018 5:42,13530.1,13589.99,13530.0,13580.01,10.378,-0.660986117,-0.054846056,-0.004687618,0.004687618,-0.086014003,0.655234824,,,,,,
80,1/1/2018 5:45,13558.95,13600.0,13531.93,13559.69,9.502,-0.76210395,-0.046790268,0.053965758,-0.053965758,-0.015288041,0.650074995,,,,,,
81,1/1/2018 5:48,13545.55,13559.67,13526.5,13540.0,12.405,-0.447584851,-0.042337224,-0.004515618,0.004515618,0.020772486,0.6766423,,,,,,
82,1/1/2018 5:51,13549.84,13560.0,13529.0,13541.0,8.378,-0.872366579,-0.041248908,0.005044031,-0.005044031,0.002320634,0.467802775,,,,,,
83,1/1/2018 5:54,13541.0,13559.9,13530.01,13559.9,6.769,-1.040378295,-0.034048799,0.06402111,-0.06402111,0.05591362,0.546218335,,,,,,
84,1/1/2018 5:57,13538.62,13559.9,13538.62,13558.99,7.215,-0.999668648,-0.022882951,-0.055748978,0.055748978,-0.03855086,0.65043586,,,,,,
85,1/1/2018 6:00,13539.0,13550.99,13530.01,13550.89,16.071,-0.051164693,-0.012267436,-0.034067014,0.034067014,-0.05330484,0.780245013,,,,,,
86,1/1/2018 6:03,13550.0,13550.94,13510.01,13510.04,12.728,-0.379160351,-0.017817892,-0.020060885,0.020060885,-0.110293397,0.266124005,,,,,,
87,1/1/2018 6:06,13510.04,13571.63,13510.0,13513.77,11.581,-0.501071793,-0.020282618,-0.020658413,0.020658413,0.05369585,0.044412748,,,,,,
88,1/1/2018 6:09,13513.81,13538.96,13510.0,13510.0,7.102,-0.970570758,-0.022867512,-0.00120966,0.00120966,0.069680393,-0.248829025,,,,,,
89,1/1/2018 6:12,13529.99,13539.71,13510.02,13532.32,10.9045,-0.559425282,-0.023525497,-0.028450139,0.028450139,0.004139291,0.034672581,,,,,,
90,1/1/2018 6:15,13532.0,13539.79,13510.51,13539.79,19.199,0.324827381,-0.021275522,-0.018751116,0.018751116,-0.038668937,0.077751032,,,,,,
91,1/1/2018 6:18,13539.79,13590.0,13539.79,13562.2,14.449,-0.178972208,-0.012959241,-0.021133827,0.021133827,0.146590639,0.356290753,,,,,,
92,1/1/2018 6:21,13562.2,13640.0,13562.2,13640.0,24.48,0.89601099,0.015060792,-0.007605416,0.007605416,0.163045103,0.834762826,,,,,,
93,1/1/2018 6:24,13629.54,13697.97,13628.41,13697.97,30.795,1.562566778,0.0510674,-0.00938445,0.00938445,0.26641614,1.192250211,,,,,,
94,1/1/2018 6:27,13679.15,13701.13,13640.01,13687.76,10.668,-0.588620834,0.072529833,-0.008972691,0.008972691,0.284816916,1.008228811,,,,,,
95,1/1/2018 6:30,13687.76,13687.76,13620.01,13659.97,18.086,0.215057368,0.072958575,-0.009029323,0.009029323,0.152496603,0.520133497,,,,,,
96,1/1/2018 6:33,13659.96,13686.99,13634.15,13659.93,10.546,-0.58405325,0.06811858,-0.009593673,0.009593673,0.051551479,0.205117992,,,,,,
97,1/1/2018 6:36,13647.06,13699.99,13640.04,13676.0,7.685,-0.867108999,0.068556688,-0.009788591,0.009788591,-0.028699329,0.391644946,,,,,,
98,1/1/2018 6:39,13676.0,13700.0,13671.17,13695.0,7.734,-0.853524847,0.069201732,-0.010016425,0.010016425,-0.13601527,0.577304608,,,,,,
99,1/1/2018 6:42,13695.0,13750.0,13683.13,13722.47,8.203,-0.810247716,0.072248447,-0.009944796,0.009944796,-0.009165858,0.686327361,,,,,,
100,1/1/2018 6:45,13722.48,13773.9,13702.1,13715.09,8.9486,-0.740216959,0.066309653,-0.009882284,0.009882284,0.194987194,0.541954432,,,,,,
101,1/1/2018 6:48,13715.09,13735.0,13715.0,13728.44,7.072,-1.024154475,0.06094019,-0.010009418,0.010009418,0.223922201,0.519373101,,,,,,
102,1/1/2018 6:51,13734.99,13798.99,13734.99,13790.0,12.086,-0.372149429,0.068183868,-0.010242798,0.010242798,0.221880727,0.627919165,,,,,,
103,1/1/2018 6:54,13788.61,13799.0,13750.0,13764.11,13.528,-0.150947315,0.059695478,-0.010002263,0.010002263,0.151846905,0.560688114,,,,,,
104,1/1/2018 6:57,13778.46,13800.0,13764.08,13780.41,13.128,-0.203277987,0.049320536,-0.009898189,0.009898189,0.086100916,0.515524053,,,,,,
105,1/1/2018 7:00,13780.0,13780.41,13738.98,13770.0,11.631,-0.411018918,0.034729508,-0.009734698,0.009734698,-0.04257245,0.25867449,,,,,,
106,1/1/2018 7:03,13770.0,13800.0,13750.98,13774.83,18.94,0.843077542,0.022482782,-0.010114003,0.010114003,-0.085436009,0.399418366,,,,,,
107,1/1/2018 7:06,13790.0,13818.55,13756.64,13799.99,13.564,0.00463133,0.013789251,-0.010144817,0.010144817,-0.240699871,0.478287545,,,,,,
108,1/1/2018 7:09,13799.98,13817.53,13773.74,13809.91,12.277,-0.223585828,0.007727628,-0.010213683,0.010213683,-0.184409431,0.603901842,,,,,,
109,1/1/2018 7:12,13809.98,13812.78,13670.0,13775.0,27.62,2.501297597,-0.009380167,-0.009951269,0.009951269,-0.457968633,0.612482442,,,,,,
110,1/1/2018 7:15,13774.99,13774.99,13600.0,13709.92,21.282,1.336334881,-0.041247088,-0.00907622,0.00907622,-0.697508705,0.559178488,,,,,,
111,1/1/2018 7:18,13709.92,13742.58,13600.0,13645.01,18.183,0.802270871,-0.08064317,-0.0064646,0.0064646,-0.864184179,0.505955715,,,,,,
112,1/1/2018 7:21,13646.86,13669.97,13605.09,13626.05,8.17,-0.918935206,-0.109684766,-0.068166632,0.068166632,-0.893525242,0.562989586,,,,,,
113,1/1/2018 7:24,13649.92,13775.99,13649.92,13720.0,13.21,-0.026505564,-0.103856924,-0.08441413,0.08441413,-0.610517959,0.683147699,,,,,,
114,1/1/2018 7:27,13720.0,13721.9,13631.97,13698.0,13.6143,0.065129081,-0.103163515,-0.022663838,0.022663838,-0.470511743,0.689152723,,,,,,
115,1/1/2018 7:30,13698.0,13775.0,13690.0,13754.03,21.684,1.42452247,-0.0827387,-0.002331673,0.002331673,0.037681055,0.714947953,,,,,,
116,1/1/2018 7:33,13749.99,13749.99,13700.0,13700.0,19.392,1.032168698,-0.081699274,-0.229435069,0.229435069,0.104750207,0.566029685,,,,,,
117,1/1/2018 7:36,13680.42,13700.0,13680.0,13680.0,12.07,-0.201392985,-0.078274412,-0.025436108,0.025436108,0.18224795,0.592737255,,,,,,
118,1/1/2018 7:39,13680.01,13680.02,13650.0,13669.99,13.471,0.023559057,-0.07615951,-0.018622698,0.018622698,-0.154560924,0.510841046,,,,,,
119,1/1/2018 7:42,13650.01,13669.0,13590.0,13644.95,23.157,1.671169775,-0.073357481,-0.015988807,0.015988807,-0.042037884,0.566282824,,,,,,
120,1/1/2018 7:45,13644.97,13659.97,13561.45,13609.8,11.858,-0.265763803,-0.078922127,-0.014980872,0.014980872,-0.337598769,0.523035691,,,,,,
121,1/1/2018 7:48,13609.77,13650.0,13555.98,13629.94,10.723,-0.446335086,-0.073038759,-0.015226477,0.015226477,-0.229966957,0.560639609,,,,,,
122,1/1/2018 7:51,13619.92,13629.86,13597.48,13611.0,5.941,-1.232084538,-0.068660452,-0.013642537,0.013642537,-0.288414361,0.555813164,,,,,,
123,1/1/2018 7:54,13611.0,13628.0,13601.0,13608.99,4.954,-1.372957745,-0.063271724,-0.013959344,0.013959344,-0.212041258,0.597073972,,,,,,
124,1/1/2018 7:57,13601.06,13609.0,13555.02,13570.35,10.442,-0.478474389,-0.065819751,-0.013522199,0.013522199,-0.199769677,0.464676962,,,,,,
125,1/1/2018 8:00,13569.98,13569.98,13520.29,13525.38,10.575,-0.431309951,-0.077169343,-0.013229087,0.013229087,-0.128809026,0.302771792,,,,,,
126,1/1/2018 8:03,13532.46,13590.76,13520.0,13590.75,13.353,0.054761687,-0.062921357,-0.014059777,0.014059777,0.013344187,0.339136792,,,,,,
127,1/1/2018 8:06,13590.73,13597.96,13555.5,13586.82,8.139,-0.81462448,-0.051593315,-0.013839679,0.013839679,0.01085302,0.415784087,,,,,,
128,1/1/2018 8:09,13586.82,13626.87,13573.02,13600.01,17.748,0.814117259,-0.037543186,-0.013893927,0.013893927,0.04155875,0.607176875,,,,,,
129,1/1/2018 8:12,13609.44,13665.0,13609.41,13656.23,8.725,-0.699571302,-0.012579534,-0.016198072,0.016198072,0.210439835,0.796251912,,,,,,
130,1/1/2018 8:15,13656.23,13681.01,13610.27,13681.01,15.139,0.461505744,0.011457593,-0.064639712,0.064639712,0.283083489,0.955367113,,,,,,
131,1/1/2018 8:18,13681.01,13735.24,13656.12,13710.0,11.293,-0.209373094,0.034844246,-0.006444178,0.006444178,0.251106385,1.083234399,,,,,,
132,1/1/2018 8:21,13710.0,13721.01,13634.59,13674.92,7.3535,-0.903348867,0.037827271,-0.005357846,0.005357846,0.20060588,0.734543106,,,,,,
133,1/1/2018 8:24,13674.83,13685.0,13650.02,13685.0,6.571,-1.067831335,0.040974443,0.023184379,-0.023184379,0.127291206,0.672276667,,,,,,
134,1/1/2018 8:27,13685.0,13685.0,13612.96,13632.89,18.542,1.075668092,0.025779807,-0.032587825,0.032587825,-0.121804045,0.278556956,,,,,,
135,1/1/2018 8:30,13614.33,13649.96,13570.12,13597.97,13.644,0.189505379,0.010239911,-0.015424867,0.015424867,-0.084540349,0.330474883,,,,,,
136,1/1/2018 8:33,13571.55,13571.55,13450.77,13499.98,23.811,2.012309615,-0.020994848,-0.014835774,0.014835774,-0.357102235,0.133724593,,,,,,
137,1/1/2018 8:36,13496.0,13561.86,13450.8,13500.0,22.23,1.729147441,-0.038126131,-0.014984336,0.014984336,-0.182801279,0.437085355,,,,,,
138,1/1/2018 8:39,13500.0,13561.55,13421.27,13468.11,19.057,1.158675444,-0.056055565,-0.014415906,0.014415906,-0.174805684,0.47557818,,,,,,
139,1/1/2018 8:42,13437.0,13468.11,13400.0,13434.71,26.046,2.407799062,-0.064659938,-0.014482293,0.014482293,-0.039909523,0.64592074,,,,,,
140,1/1/2018 8:45,13415.0,13490.74,13414.76,13490.65,9.922,-0.447676461,-0.043607798,-0.038755984,0.038755984,0.128108113,0.79029809,,,,,,
141,1/1/2018 8:48,13490.65,13500.0,13432.85,13477.02,7.702,-0.836802663,-0.031541016,-0.020238092,0.020238092,0.300135782,0.818194754,,,,,,
142,1/1/2018 8:51,13443.64,13487.6,13441.89,13485.98,5.242,-1.231803477,-0.009045717,0.316224487,-0.316224487,0.327710025,0.900819621,,,,,,
143,1/1/2018 8:54,13486.0,13486.0,13440.0,13460.7,11.964,-0.029444266,-0.001252689,-0.032534915,0.032534915,0.228179575,0.666075511,,,,,,
144,1/1/2018 8:57,13460.7,13508.69,13441.55,13499.99,14.7775,0.460916211,0.016078304,-0.001564679,0.001564679,0.241220787,0.788807071,,,,,,
145,1/1/2018 9:00,13499.97,13533.62,13459.11,13490.0,21.965,1.849089917,0.023828671,-0.005856713,0.005856713,0.031824164,0.667363428,,,,,,
146,1/1/2018 9:03,13490.0,13568.98,13490.0,13568.98,11.562,-0.006844632,0.051457776,-0.006756861,0.006756861,0.287096416,0.899244156,,,,,,
147,1/1/2018 9:06,13568.98,13568.98,13530.05,13559.0,8.296,-0.581004649,0.063648619,-0.006459827,0.006459827,0.159045621,0.78041355,,,,,,
148,1/1/2018 9:09,13559.0,13593.15,13530.23,13584.22,6.269,-0.952807003,0.075749741,-0.006972531,0.006972531,0.246259093,0.854963242,,,,,,
149,1/1/2018 9:12,13578.76,13599.98,13541.82,13589.83,7.745,-0.650723401,0.082813051,-0.005059954,0.005059954,0.173313935,0.701307091,,,,,,
150,1/1/2018 9:15,13556.88,13650.0,13556.86,13639.53,16.789,1.021377234,0.107261978,-0.007492089,0.007492089,0.351985226,0.878616483,,,,,,
151,1/1/2018 9:18,13630.91,13630.91,13572.85,13599.99,11.175,-0.030182504,0.107658427,-0.004266151,0.004266151,0.068265271,0.652243754,,,,,,
152,1/1/2018 9:21,13577.03,13624.99,13577.02,13610.0,6.37,-0.725990924,0.111479661,-0.007721095,0.007721095,0.237512738,0.611273149,,,,,,
153,1/1/2018 9:24,13600.05,13610.0,13556.74,13580.74,13.43,0.06016162,0.101616933,-0.006721171,0.006721171,0.148091242,0.250848256,,,,,,
154,1/1/2018 9:27,13580.59,13580.59,13531.19,13549.77,7.817,-0.461950192,0.080068197,-0.007563689,0.007563689,0.066489511,0.173146672,,,,,,
155,1/1/2018 9:30,13531.82,13558.86,13510.01,13538.98,11.462,-0.164865274,0.063324031,-0.008161772,0.008161772,-0.139047964,0.07865801,,,,,,
156,1/1/2018 9:33,13538.98,13590.0,13530.0,13579.99,10.29,-0.289408913,0.060313485,-0.009671931,0.009671931,0.066522916,0.297192027,,,,,,
157,1/1/2018 9:36,13579.99,13610.0,13556.86,13600.0,5.275,-0.684634576,0.05971585,-0.009767643,0.009767643,-0.025224196,0.480640534,,,,,,
158,1/1/2018 9:39,13599.99,13600.0,13559.94,13582.83,6.1304,-0.636594185,0.049596652,-0.009879549,0.009879549,-0.040254355,0.392099564,,,,,,
159,1/1/2018 9:42,13582.83,13609.45,13569.75,13599.99,16.9736,0.14345545,0.044016486,-0.00997745,0.00997745,0.079128201,0.304805306,,,,,,
160,1/1/2018 9:45,13599.99,13609.68,13571.33,13578.74,3.633,-0.854197171,0.03018232,-0.009483964,0.009483964,0.045988494,0.154706804,,,,,,
161,1/1/2018 9:48,13578.72,13603.43,13578.71,13591.0,8.021,-0.556422541,0.021687845,-0.009703923,0.009703923,-0.012610208,0.261799173,,,,,,
162,1/1/2018 9:51,13578.71,13653.25,13571.36,13634.45,17.535,0.094354015,0.029724552,-0.009752284,0.009752284,0.11046777,0.402286756,,,,,,
163,1/1/2018 9:54,13634.45,13670.0,13602.68,13641.85,15.803,-0.042055394,0.03340025,-0.009978285,0.009978285,0.226992493,0.506369342,,,,,,
164,1/1/2018 9:57,13641.85,13641.85,13591.14,13616.99,6.566,-0.69387354,0.024623704,-0.009563865,0.009563865,0.094428429,0.367167293,,,,,,
165,1/1/2018 10:00,13632.0,13657.92,13578.77,13578.77,8.5634,-0.564409821,0.000125534,-0.008978168,0.008978168,0.097205406,-0.112876465,,,,,,
166,1/1/2018 10:03,13609.27,13609.27,13565.0,13580.32,9.4167,-0.511421609,-0.025840189,-0.006117274,0.006117274,-0.06155416,-0.288053935,,,,,,
167,1/1/2018 10:06,13592.62,13624.8,13556.9,13567.21,6.252,-0.744012902,-0.050275485,-0.004711365,0.004711365,-0.224631448,-0.323232328,,,,,,
